Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
25.8	12.4	1.05	41.5	2.49
25.8	12.4	1.05	41.5	2.49
25.8	12.5	1.05	41.5	2.49
25.8	12.5	1.05	41.5	2.50
25.8	12.5	1.05	41.6	2.50
25.8	12.5	1.05	41.6	2.50
25.8	12.5	1.05	41.6	2.50
25.8	12.5	1.05	41.7	2.50
25.8	12.5	1.05	41.7	2.51
25.8	12.5	1.05	41.7	2.51
25.8	12.5	1.05	41.8	2.51
25.8	12.5	1.05	41.8	2.51
25.8	12.5	1.05	41.8	2.51
25.8	12.6	1.05	41.8	2.51
25.8	12.6	1.05	41.9	2.52
25.8	12.6	1.05	41.9	2.52
25.8	12.6	1.05	41.9	2.52
25.8	12.6	1.05	42.0	2.52
25.8	12.6	1.05	42.0	2.52
25.8	12.6	1.05	42.0	2.53
25.8	12.6	1.05	42.1	2.53
26.7	12.6	1.09	42.1	2.53
25.8	12.6	1.05	42.1	2.53
25.8	12.6	1.05	42.1	2.53
25.8	12.7	1.05	42.2	2.53
25.8	12.7	1.05	42.2	2.54
25.8	12.7	1.05	42.2	2.54
25.8	12.7	1.05	42.3	2.54
25.8	12.7	1.05	42.3	2.54
25.8	12.7	1.05	42.3	2.54
26.7	12.7	1.09	42.3	2.55
26.7	12.7	1.09	42.4	2.55
26.7	12.7	1.09	42.4	2.55
25.8	12.7	1.05	42.4	2.55
25.8	12.7	1.05	42.5	2.55
26.3	12.7	1.07	42.5	2.55
26.7	12.8	1.09	42.5	2.56
26.7	12.8	1.09	42.6	2.56
26.0	12.8	1.06	42.6	2.56
26.7	12.8	1.09	42.6	2.56
26.7	12.8	1.09	42.6	2.56
26.7	12.8	1.09	42.7	2.56
25.8	12.8	1.05	42.7	2.57
26.4	12.8	1.07	42.7	2.57
26.7	12.8	1.09	42.8	2.57
26.7	12.8	1.09	42.8	2.57
26.7	12.8	1.09	42.8	2.57
26.7	12.9	1.09	42.9	2.58
26.7	12.9	1.09	42.9	2.58
26.7	12.9	1.09	42.9	2.58
26.7	12.9	1.09	42.9	2.58
26.7	12.9	1.09	43.0	2.58
26.7	12.9	1.09	43.0	2.58
26.7	12.9	1.09	43.0	2.59
26.7	12.9	1.09	43.1	2.59
26.7	12.9	1.09	43.1	2.59
26.7	12.9	1.09	43.1	2.59
26.7	12.9	1.09	43.2	2.59
26.7	13.0	1.09	43.2	2.60
26.7	13.0	1.09	43.2	2.60
26.7	13.0	1.09	43.2	2.60
25.8	13.0	1.05	43.3	2.60
26.7	13.0	1.09	43.3	2.60
26.7	13.0	1.09	43.3	2.60
26.7	13.0	1.09	43.4	2.61
26.7	13.0	1.09	43.4	2.61
26.7	13.0	1.09	43.4	2.61
26.7	13.0	1.09	43.5	2.61
26.7	13.0	1.09	43.5	2.61
26.7	13.1	1.09	43.5	2.62
26.7	13.1	1.09	43.5	2.62
26.7	13.1	1.09	43.6	2.62
26.7	13.1	1.09	43.6	2.62
26.7	13.1	1.09	43.6	2.62
26.7	13.1	1.09	43.7	2.62
26.7	13.1	1.09	43.7	2.63
26.7	13.1	1.09	43.7	2.63
26.7	13.1	1.09	43.8	2.63
26.7	13.1	1.09	43.8	2.63
26.7	13.1	1.09	43.8	2.63
26.7	13.2	1.09	43.8	2.63
26.7	13.2	1.09	43.9	2.64
26.7	13.2	1.09	43.9	2.64
26.7	13.2	1.09	43.9	2.64
26.7	13.2	1.09	44.0	2.64
26.7	13.2	1.09	44.0	2.64
26.7	13.2	1.09	44.0	2.65
26.7	13.2	1.09	44.0	2.65
27.5	13.2	1.12	44.1	2.65
27.5	13.2	1.12	44.1	2.65
27.5	13.2	1.12	44.1	2.65
27.5	13.3	1.12	44.2	2.65
27.5	13.3	1.12	44.2	2.66
27.5	13.3	1.12	44.2	2.66
27.5	13.3	1.12	44.3	2.66
27.5	13.3	1.12	44.3	2.66
27.5	13.3	1.12	44.3	2.66
27.5	13.3	1.12	44.3	2.67
26.7	13.3	1.09	44.4	2.67
26.7	13.3	1.09	44.4	2.67
27.5	13.3	1.12	44.4	2.67
27.5	13.3	1.12	44.5	2.67
27.5	13.3	1.12	44.5	2.67
27.5	13.4	1.12	44.5	2.68
27.5	13.4	1.12	44.6	2.68
27.5	13.4	1.12	44.6	2.68
27.5	13.4	1.12	44.6	2.68
27.5	13.4	1.12	44.6	2.68
27.5	13.4	1.12	44.7	2.68
27.5	13.4	1.12	44.7	2.69
27.5	13.4	1.12	44.7	2.69
27.5	13.4	1.12	44.8	2.69
27.5	13.4	1.12	44.8	2.69
27.5	13.4	1.12	44.8	2.69
27.5	13.5	1.12	44.9	2.70
27.5	13.5	1.12	44.9	2.70
27.5	13.5	1.12	44.9	2.70
27.5	13.5	1.12	44.9	2.70
27.5	13.5	1.12	45.0	2.70
27.5	13.5	1.12	45.0	2.70
27.5	13.5	1.12	45.0	2.71
27.5	13.5	1.12	45.1	2.71
27.5	13.5	1.12	45.1	2.71
27.5	13.5	1.12	45.1	2.71
27.5	13.5	1.12	45.2	2.71
27.5	13.6	1.12	45.2	2.72
27.5	13.6	1.12	45.2	2.72
27.5	13.6	1.12	45.2	2.72
27.5	13.6	1.12	45.3	2.72
27.5	13.6	1.12	45.3	2.72
27.5	13.6	1.12	45.3	2.72
27.5	13.6	1.12	45.4	2.73
27.5	13.6	1.12	45.4	2.73
27.5	13.6	1.12	45.4	2.73
27.5	13.6	1.12	45.5	2.73
27.5	13.6	1.12	45.5	2.73
27.5	13.7	1.12	45.5	2.74
27.8	13.7	1.13	45.5	2.74
27.9	13.7	1.14	45.6	2.74
27.5	13.7	1.12	45.6	2.74
28.1	13.7	1.14	45.6	2.74
27.5	13.7	1.12	45.7	2.74
27.5	13.7	1.12	45.7	2.75
27.5	13.7	1.12	45.7	2.75
28.3	13.7	1.15	45.8	2.75
28.3	13.7	1.15	45.8	2.75
27.5	13.7	1.12	45.8	2.75
27.5	13.8	1.12	45.8	2.75
27.5	13.8	1.12	45.9	2.76
27.5	13.8	1.12	45.9	2.76
28.3	13.8	1.15	45.9	2.76
27.5	13.8	1.12	46.0	2.76
27.5	13.8	1.12	46.0	2.76
27.5	13.8	1.12	46.0	2.77
28.1	13.8	1.15	46.1	2.77
28.3	13.8	1.15	46.1	2.77
28.3	13.8	1.15	46.1	2.77
28.3	13.8	1.15	46.1	2.77
28.3	13.9	1.15	46.2	2.77
28.3	13.9	1.15	46.2	2.78
28.3	13.9	1.15	46.2	2.78
28.3	13.9	1.15	46.3	2.78
28.3	13.9	1.15	46.3	2.78
28.3	13.9	1.15	46.3	2.78
28.3	13.9	1.15	46.4	2.79
28.3	13.9	1.15	46.4	2.79
28.3	13.9	1.15	46.4	2.79
28.3	13.9	1.15	46.4	2.79
28.3	13.9	1.15	46.5	2.79
28.3	14.0	1.15	46.5	2.79
28.3	14.0	1.15	46.5	2.80
28.3	14.0	1.15	46.6	2.80
28.3	14.0	1.15	46.6	2.80
28.3	14.0	1.15	46.6	2.80
28.3	14.0	1.15	46.6	2.80
28.3	14.0	1.15	46.7	2.81
28.3	14.0	1.15	46.7	2.81
28.3	14.0	1.15	46.7	2.81
28.3	14.0	1.15	46.8	2.81
28.3	14.0	1.15	46.8	2.81
28.3	14.0	1.15	46.8	2.81
28.3	14.1	1.15	46.9	2.82
28.3	14.1	1.15	46.9	2.82
28.3	14.1	1.15	46.9	2.82
28.3	14.1	1.15	46.9	2.82
28.3	14.1	1.15	47.0	2.82
28.3	14.1	1.15	47.0	2.82
28.3	14.1	1.15	47.0	2.83
28.4	14.1	1.16	47.1	2.83
28.3	14.1	1.15	47.1	2.83
28.9	14.1	1.18	47.1	2.83
28.5	14.1	1.16	47.2	2.83
29.2	14.2	1.19	47.2	2.84
29.2	14.2	1.19	47.2	2.84
28.3	14.2	1.15	47.2	2.84
29.2	14.2	1.19	47.3	2.84
29.2	14.2	1.19	47.3	2.84
28.3	14.2	1.15	47.3	2.84
29.2	14.2	1.19	47.4	2.85
29.2	14.2	1.19	47.4	2.85
29.2	14.2	1.19	47.4	2.85
29.2	14.2	1.19	47.5	2.85
29.2	14.2	1.19	47.5	2.85
29.2	14.3	1.19	47.5	2.86
29.2	14.3	1.19	47.5	2.86
29.2	14.3	1.19	47.6	2.86
29.2	14.3	1.19	47.6	2.86
29.2	14.3	1.19	47.6	2.86
29.2	14.3	1.19	47.7	2.86
29.2	14.3	1.19	47.7	2.87
29.2	14.3	1.19	47.7	2.87
29.2	14.3	1.19	47.8	2.87
29.2	14.3	1.19	47.8	2.87
29.2	14.3	1.19	47.8	2.87
29.2	14.4	1.19	47.8	2.87
29.2	14.4	1.19	47.9	2.88
29.2	14.4	1.19	47.9	2.88
29.2	14.4	1.19	47.9	2.88
29.2	14.4	1.19	48.0	2.88
29.2	14.4	1.19	48.0	2.88
29.2	14.4	1.19	48.0	2.89
29.2	14.4	1.19	48.1	2.89
29.2	14.4	1.19	48.1	2.89
29.2	14.4	1.19	48.1	2.89
29.2	14.4	1.19	48.1	2.89
29.2	14.5	1.19	48.2	2.89
29.2	14.5	1.19	48.2	2.90
29.2	14.5	1.19	48.2	2.90
29.2	14.5	1.19	48.3	2.90
29.8	14.5	1.21	48.3	2.90
29.2	14.5	1.19	48.3	2.90
29.2	14.5	1.19	48.4	2.91
29.2	14.5	1.19	48.4	2.91
29.2	14.5	1.19	48.4	2.91
29.2	14.5	1.19	48.4	2.91
29.2	14.5	1.19	48.5	2.91
29.2	14.5	1.19	48.5	2.91
29.2	14.6	1.19	48.5	2.92
29.4	14.6	1.19	48.6	2.92
29.2	14.6	1.19	48.6	2.92
29.2	14.6	1.19	48.6	2.92
29.2	14.6	1.19	48.7	2.92
30.0	14.6	1.22	48.7	2.93
30.0	14.6	1.22	48.7	2.93
29.2	14.6	1.19	48.7	2.93
29.2	14.6	1.19	48.8	2.93
29.2	14.6	1.19	48.8	2.93
29.2	14.6	1.19	48.8	2.93
29.2	14.7	1.19	48.9	2.94
30.0	14.7	1.22	48.9	2.94
30.0	14.7	1.22	48.9	2.94
30.0	14.7	1.22	48.9	2.94
30.0	14.7	1.22	49.0	2.94
30.0	14.7	1.22	49.0	2.94
29.2	14.7	1.19	49.0	2.95
30.0	14.7	1.22	49.1	2.95
30.0	14.7	1.22	49.1	2.95
30.0	14.7	1.22	49.1	2.95
30.0	14.7	1.22	49.2	2.95
30.0	14.8	1.22	49.2	2.96
30.0	14.8	1.22	49.2	2.96
30.0	14.8	1.22	49.2	2.96
30.0	14.8	1.22	49.3	2.96
30.0	14.8	1.22	49.3	2.96
30.0	14.8	1.22	49.3	2.96
30.0	14.8	1.22	49.4	2.97
30.0	14.8	1.22	49.4	2.97
30.0	14.8	1.22	49.4	2.97
30.0	14.8	1.22	49.5	2.97
30.0	14.8	1.22	49.5	2.97
30.0	14.9	1.22	49.5	2.98
30.0	14.9	1.22	49.5	2.98
30.0	14.9	1.22	49.6	2.98
30.0	14.9	1.22	49.6	2.98
30.0	14.9	1.22	49.6	2.98
30.0	14.9	1.22	49.7	2.98
30.0	14.9	1.22	49.7	2.99
30.0	14.9	1.22	49.7	2.99
30.0	14.9	1.22	49.8	2.99
30.0	14.9	1.22	49.8	2.99
30.0	14.9	1.22	49.8	2.99
30.0	15.0	1.22	49.8	2.99
30.0	15.0	1.22	49.9	3.00
30.0	15.0	1.22	49.9	3.00
30.0	15.0	1.22	49.9	3.00
30.0	15.0	1.22	50.0	3.00
30.0	15.0	1.22	50.0	3.00
30.0	15.0	1.22	50.0	3.01
30.5	15.0	1.24	50.1	3.01
30.0	15.0	1.22	50.1	3.01
30.7	15.0	1.25	50.1	3.01
30.0	15.0	1.22	50.1	3.01
30.0	15.1	1.22	50.2	3.01
30.0	15.1	1.22	50.2	3.02
30.0	15.1	1.22	50.2	3.02
30.0	15.1	1.22	50.3	3.02
30.5	15.1	1.24	50.3	3.02
30.8	15.1	1.25	50.3	3.02
30.8	15.1	1.25	50.4	3.03
30.8	15.1	1.25	50.4	3.03
30.0	15.1	1.22	50.4	3.03
30.0	15.1	1.22	50.4	3.03
30.8	15.1	1.25	50.5	3.03
30.8	15.2	1.25	50.5	3.03
30.8	15.2	1.25	50.5	3.04
30.8	15.2	1.25	50.6	3.04
30.8	15.2	1.25	50.6	3.04
30.8	15.2	1.25	50.6	3.04
30.8	15.2	1.25	50.7	3.04
30.8	15.2	1.25	50.7	3.05
30.8	15.2	1.25	50.7	3.05
30.8	15.2	1.25	50.7	3.05
30.8	15.2	1.25	50.8	3.05
30.8	15.2	1.25	50.8	3.05
30.8	15.2	1.25	50.8	3.05
30.8	15.3	1.25	50.9	3.06
30.8	15.3	1.25	50.9	3.06
30.8	15.3	1.25	50.9	3.06
30.8	15.3	1.25	51.0	3.06
30.8	15.3	1.25	51.0	3.06
30.8	15.3	1.25	51.0	3.06
30.8	15.3	1.25	51.0	3.07
30.8	15.3	1.25	51.1	3.07
30.8	15.3	1.25	51.1	3.07
31.3	15.3	1.28	51.1	3.07
30.8	15.3	1.25	51.2	3.07
30.8	15.4	1.25	51.2	3.08
30.8	15.4	1.25	51.2	3.08
30.8	15.4	1.25	51.3	3.08
30.8	15.4	1.25	51.3	3.08
30.8	15.4	1.25	51.3	3.08
30.8	15.4	1.25	51.3	3.08
30.8	15.4	1.25	51.4	3.09
30.8	15.4	1.25	51.4	3.09
30.8	15.4	1.25	51.4	3.09
31.7	15.4	1.29	51.5	3.09
31.4	15.4	1.28	51.5	3.09
30.8	15.5	1.25	51.5	3.10
30.8	15.5	1.25	51.5	3.10
31.7	15.5	1.29	51.6	3.10
30.8	15.5	1.25	51.6	3.10
30.8	15.5	1.25	51.6	3.10
30.8	15.5	1.25	51.7	3.10
31.3	15.5	1.27	51.7	3.11
31.3	15.5	1.27	51.7	3.11
30.8	15.5	1.25	51.8	3.11
31.7	15.5	1.29	51.8	3.11
31.7	15.5	1.29	51.8	3.11
30.8	15.6	1.25	51.8	3.12
31.6	15.6	1.28	51.9	3.12
31.7	15.6	1.29	51.9	3.12
31.7	15.6	1.29	51.9	3.12
31.7	15.6	1.29	52.0	3.12
31.7	15.6	1.29	52.0	3.12
31.7	15.6	1.29	52.0	3.13
31.7	15.6	1.29	52.1	3.13
31.7	15.6	1.29	52.1	3.13
31.7	15.6	1.29	52.1	3.13
31.7	15.6	1.29	52.1	3.13
31.7	15.7	1.29	52.2	3.13
31.7	15.7	1.29	52.2	3.14
31.7	15.7	1.29	52.2	3.14
31.7	15.7	1.29	52.3	3.14
31.7	15.7	1.29	52.3	3.14
31.7	15.7	1.29	52.3	3.14
31.7	15.7	1.29	52.4	3.15
31.7	15.7	1.29	52.4	3.15
31.7	15.7	1.29	52.4	3.15
31.7	15.7	1.29	52.4	3.15
31.7	15.7	1.29	52.5	3.15
31.7	15.8	1.29	52.5	3.15
31.7	15.8	1.29	52.5	3.16
31.7	15.8	1.29	52.6	3.16
31.7	15.8	1.29	52.6	3.16
31.7	15.8	1.29	52.6	3.16
31.7	15.8	1.29	52.7	3.16
31.7	15.8	1.29	52.7	3.17
31.7	15.8	1.29	52.7	3.17
31.7	15.8	1.29	52.7	3.17
31.7	15.8	1.29	52.8	3.17
31.7	15.8	1.29	52.8	3.17
32.1	15.8	1.31	52.8	3.17
31.7	15.9	1.29	52.9	3.18
31.7	15.9	1.29	52.9	3.18
31.7	15.9	1.29	52.9	3.18
31.7	15.9	1.29	53.0	3.18
31.7	15.9	1.29	53.0	3.18
31.7	15.9	1.29	53.0	3.18
32.5	15.9	1.32	53.0	3.19
32.5	15.9	1.32	53.1	3.19
31.7	15.9	1.29	53.1	3.19
31.7	15.9	1.29	53.1	3.19
31.7	15.9	1.29	53.2	3.19
31.7	16.0	1.29	53.2	3.20
32.5	16.0	1.32	53.2	3.20
32.5	16.0	1.32	53.2	3.20
31.7	16.0	1.29	53.3	3.20
31.7	16.0	1.29	53.3	3.20
32.5	16.0	1.32	53.3	3.20
32.5	16.0	1.32	53.4	3.21
31.7	16.0	1.29	53.4	3.21
32.5	16.0	1.32	53.4	3.21
32.5	16.0	1.32	53.5	3.21
32.5	16.0	1.32	53.5	3.21
32.5	16.1	1.32	53.5	3.22
32.5	16.1	1.32	53.5	3.22
32.5	16.1	1.32	53.6	3.22
32.5	16.1	1.32	53.6	3.22
32.5	16.1	1.32	53.6	3.22
32.5	16.1	1.32	53.7	3.22
32.5	16.1	1.32	53.7	3.23
32.5	16.1	1.32	53.7	3.23
32.5	16.1	1.32	53.8	3.23
32.5	16.1	1.32	53.8	3.23
32.5	16.1	1.32	53.8	3.23
32.5	16.2	1.32	53.8	3.24
32.5	16.2	1.32	53.9	3.24
32.5	16.2	1.32	53.9	3.24
32.5	16.2	1.32	53.9	3.24
32.5	16.2	1.32	54.0	3.24
32.5	16.2	1.32	54.0	3.24
32.5	16.2	1.32	54.0	3.25
32.5	16.2	1.32	54.1	3.25
32.5	16.2	1.32	54.1	3.25
32.5	16.2	1.32	54.1	3.25
32.5	16.2	1.32	54.1	3.25
32.5	16.3	1.32	54.2	3.25
32.5	16.3	1.32	54.2	3.26
32.5	16.3	1.32	54.2	3.26
32.5	16.3	1.32	54.3	3.26
32.5	16.3	1.32	54.3	3.26
32.5	16.3	1.32	54.3	3.26
33.3	16.3	1.36	54.4	3.27
32.5	16.3	1.32	54.4	3.27
32.5	16.3	1.32	54.4	3.27
32.5	16.3	1.32	54.4	3.27
32.5	16.3	1.32	54.5	3.27
33.0	16.4	1.34	54.5	3.27
32.5	16.4	1.32	54.5	3.28
32.5	16.4	1.32	54.6	3.28
32.5	16.4	1.32	54.6	3.28
32.5	16.4	1.32	54.6	3.28
32.5	16.4	1.32	54.7	3.28
33.3	16.4	1.36	54.7	3.29
33.3	16.4	1.36	54.7	3.29
33.3	16.4	1.36	54.7	3.29
33.3	16.4	1.36	54.8	3.29
33.3	16.4	1.36	54.8	3.29
33.3	16.4	1.36	54.8	3.29
33.3	16.5	1.36	54.9	3.30
33.3	16.5	1.36	54.9	3.30
32.6	16.5	1.32	54.9	3.30
33.3	16.5	1.36	55.0	3.30
33.3	16.5	1.36	55.0	3.30
33.3	16.5	1.36	55.0	3.30
33.3	16.5	1.36	55.0	3.31
33.3	16.5	1.36	55.1	3.31
33.3	16.5	1.36	55.1	3.31
33.3	16.5	1.36	55.1	3.31
33.3	16.5	1.36	55.2	3.31
33.3	16.6	1.36	55.2	3.32
33.3	16.6	1.36	55.2	3.32
33.3	16.6	1.36	55.3	3.32
33.3	16.6	1.36	55.3	3.32
33.3	16.6	1.36	55.3	3.32
33.3	16.6	1.36	55.3	3.32
33.3	16.6	1.36	55.4	3.33
33.3	16.6	1.36	55.4	3.33
33.3	16.6	1.36	55.4	3.33
33.3	16.6	1.36	55.5	3.33
33.3	16.6	1.36	55.5	3.33
33.3	16.7	1.36	55.5	3.34
33.3	16.7	1.36	55.5	3.34
33.3	16.7	1.36	55.6	3.34
33.3	16.7	1.36	55.6	3.34
33.3	16.7	1.36	55.6	3.34
33.3	16.7	1.36	55.7	3.34
33.3	16.7	1.36	55.7	3.35
33.3	16.7	1.36	55.7	3.35
33.3	16.7	1.36	55.8	3.35
33.3	16.7	1.36	55.8	3.35
33.3	16.7	1.36	55.8	3.35
33.3	16.8	1.36	55.8	3.36
33.3	16.8	1.36	55.9	3.36
33.3	16.8	1.36	55.9	3.36
33.3	16.8	1.36	55.9	3.36
33.3	16.8	1.36	56.0	3.36
33.3	16.8	1.36	56.0	3.36
33.3	16.8	1.36	56.0	3.37
34.2	16.8	1.39	56.1	3.37
34.2	16.8	1.39	56.1	3.37
33.3	16.8	1.36	56.1	3.37
34.2	16.8	1.39	56.1	3.37
34.2	16.9	1.39	56.2	3.37
34.2	16.9	1.39	56.2	3.38
34.2	16.9	1.39	56.2	3.38
34.2	16.9	1.39	56.3	3.38
33.3	16.9	1.36	56.3	3.38
34.2	16.9	1.39	56.3	3.38
34.2	16.9	1.39	56.4	3.39
33.9	16.9	1.38	56.4	3.39
34.2	16.9	1.39	56.4	3.39
34.2	16.9	1.39	56.4	3.39
34.2	16.9	1.39	56.5	3.39
34.2	17.0	1.39	56.5	3.39
33.4	17.0	1.36	56.5	3.40
33.5	17.0	1.36	56.6	3.40
34.2	17.0	1.39	56.6	3.40
34.2	17.0	1.39	56.6	3.40
34.2	17.0	1.39	56.7	3.40
34.2	17.0	1.39	56.7	3.41
34.2	17.0	1.39	56.7	3.41
34.2	17.0	1.39	56.7	3.41
34.2	17.0	1.39	56.8	3.41
34.2	17.0	1.39	56.8	3.41
34.2	17.1	1.39	56.8	3.41
34.2	17.1	1.39	56.9	3.42
34.2	17.1	1.39	56.9	3.42
34.2	17.1	1.39	56.9	3.42
34.2	17.1	1.39	57.0	3.42
34.2	17.1	1.39	57.0	3.42
34.2	17.1	1.39	57.0	3.43
34.2	17.1	1.39	57.0	3.43
34.2	17.1	1.39	57.1	3.43
34.2	17.1	1.39	57.1	3.43
34.2	17.1	1.39	57.1	3.43
34.2	17.1	1.39	57.2	3.43
34.2	17.2	1.39	57.2	3.44
34.2	17.2	1.39	57.2	3.44
34.2	17.2	1.39	57.3	3.44
34.2	17.2	1.39	57.3	3.44
34.2	17.2	1.39	57.3	3.44
34.2	17.2	1.39	57.3	3.44
35.0	17.2	1.42	57.4	3.45
35.0	17.2	1.42	57.4	3.45
34.2	17.2	1.39	57.4	3.45
34.2	17.2	1.39	57.5	3.45
34.2	17.2	1.39	57.5	3.45
34.2	17.3	1.39	57.5	3.46
34.2	17.3	1.39	57.6	3.46
35.0	17.3	1.42	57.6	3.46
34.8	17.3	1.41	57.6	3.46
34.2	17.3	1.39	57.6	3.46
34.2	17.3	1.39	57.7	3.46
35.0	17.3	1.42	57.7	3.47
35.0	17.3	1.42	57.7	3.47
34.2	17.3	1.39	57.8	3.47
35.0	17.3	1.42	57.8	3.47
35.0	17.3	1.42	57.8	3.47
35.0	17.4	1.42	57.8	3.48
35.0	17.4	1.42	57.9	3.48
35.0	17.4	1.42	57.9	3.48
35.0	17.4	1.42	57.9	3.48
35.0	17.4	1.42	58.0	3.48
35.0	17.4	1.42	58.0	3.48
35.0	17.4	1.42	58.0	3.49
35.0	17.4	1.42	58.1	3.49
35.0	17.4	1.42	58.1	3.49
35.0	17.4	1.42	58.1	3.49
35.0	17.4	1.42	58.1	3.49
35.0	17.5	1.42	58.2	3.49
35.0	17.5	1.42	58.2	3.50
35.0	17.5	1.42	58.2	3.50
35.0	17.5	1.42	58.3	3.50
35.0	17.5	1.42	58.3	3.50
35.0	17.5	1.42	58.3	3.50
35.0	17.5	1.42	58.4	3.51
35.0	17.5	1.42	58.4	3.51
35.0	17.5	1.42	58.4	3.51
35.0	17.5	1.42	58.4	3.51
35.0	17.5	1.42	58.5	3.51
35.0	17.6	1.42	58.5	3.51
35.0	17.6	1.42	58.5	3.52
35.0	17.6	1.42	58.6	3.52
35.0	17.6	1.42	58.6	3.52
35.0	17.6	1.42	58.6	3.52
35.0	17.6	1.42	58.7	3.52
35.0	17.6	1.42	58.7	3.53
35.0	17.6	1.42	58.7	3.53
35.0	17.6	1.42	58.7	3.53
35.0	17.6	1.42	58.8	3.53
35.0	17.6	1.42	58.8	3.53
35.0	17.7	1.42	58.8	3.53
35.0	17.7	1.42	58.9	3.54
35.0	17.7	1.42	58.9	3.54
35.0	17.7	1.42	58.9	3.54
35.8	17.7	1.46	59.0	3.54
35.8	17.7	1.46	59.0	3.54
35.0	17.7	1.42	59.0	3.55
35.1	17.7	1.43	59.0	3.55
35.0	17.7	1.42	59.1	3.55
35.8	17.7	1.46	59.1	3.55
35.8	17.7	1.46	59.1	3.55
35.0	17.7	1.42	59.2	3.55
35.8	17.8	1.46	59.2	3.56
35.8	17.8	1.46	59.2	3.56
35.8	17.8	1.46	59.3	3.56
35.0	17.8	1.42	59.3	3.56
35.0	17.8	1.42	59.3	3.56
35.1	17.8	1.43	59.3	3.56
35.8	17.8	1.46	59.4	3.57
35.8	17.8	1.46	59.4	3.57
35.8	17.8	1.46	59.4	3.57
35.8	17.8	1.46	59.5	3.57
35.8	17.8	1.46	59.5	3.57
35.8	17.9	1.46	59.5	3.58
35.8	17.9	1.46	59.6	3.58
35.8	17.9	1.46	59.6	3.58
35.8	17.9	1.46	59.6	3.58
35.8	17.9	1.46	59.6	3.58
35.8	17.9	1.46	59.7	3.58
35.8	17.9	1.46	59.7	3.59
35.8	17.9	1.46	59.7	3.59
35.8	17.9	1.46	59.8	3.59
35.8	17.9	1.46	59.8	3.59
35.8	17.9	1.46	59.8	3.59
35.8	18.0	1.46	59.9	3.60
35.8	18.0	1.46	59.9	3.60
35.8	18.0	1.46	59.9	3.60
35.8	18.0	1.46	59.9	3.60
35.8	18.0	1.46	60.0	3.60
35.8	18.0	1.46	60.0	3.60
35.8	18.0	1.46	60.0	3.61
35.8	18.0	1.46	60.1	3.61
35.8	18.0	1.46	60.1	3.61
35.8	18.0	1.46	60.1	3.61
35.8	18.0	1.46	60.1	3.61
35.8	18.1	1.46	60.2	3.62
35.8	18.1	1.46	60.2	3.62
35.8	18.1	1.46	60.2	3.62
35.8	18.1	1.46	60.3	3.62
35.8	18.1	1.46	60.3	3.62
35.8	18.1	1.46	60.3	3.62
35.8	18.1	1.46	60.4	3.63
35.8	18.1	1.46	60.4	3.63
35.8	18.1	1.46	60.4	3.63
35.8	18.1	1.46	60.5	3.63
35.8	18.1	1.46	60.5	3.63
36.6	18.2	1.49	60.5	3.63
36.7	18.2	1.49	60.5	3.64
35.8	18.2	1.46	60.6	3.64
35.8	18.2	1.46	60.6	3.64
35.8	18.2	1.46	60.6	3.64
36.7	18.2	1.49	60.7	3.64
36.7	18.2	1.49	60.7	3.65
36.7	18.2	1.49	60.7	3.65
35.8	18.2	1.46	60.7	3.65
35.8	18.2	1.46	60.8	3.65
36.5	18.2	1.49	60.8	3.65
36.7	18.3	1.49	60.8	3.65
36.7	18.3	1.49	60.9	3.66
36.7	18.3	1.49	60.9	3.66
36.7	18.3	1.49	60.9	3.66
36.7	18.3	1.49	61.0	3.66
36.7	18.3	1.49	61.0	3.66
36.7	18.3	1.49	61.0	3.67
36.7	18.3	1.49	61.0	3.67
36.7	18.3	1.49	61.1	3.67
36.1	18.3	1.47	61.1	3.67
36.7	18.3	1.49	61.1	3.67
36.7	18.3	1.49	61.2	3.67
36.7	18.4	1.49	61.2	3.68
36.7	18.4	1.49	61.2	3.68
36.7	18.4	1.49	61.3	3.68
36.7	18.4	1.49	61.3	3.68
36.7	18.4	1.49	61.3	3.68
36.7	18.4	1.49	61.3	3.68
36.7	18.4	1.49	61.4	3.69
36.7	18.4	1.49	61.4	3.69
36.7	18.4	1.49	61.4	3.69
36.7	18.4	1.49	61.5	3.69
36.7	18.4	1.49	61.5	3.69
36.7	18.5	1.49	61.5	3.70
36.7	18.5	1.49	61.6	3.70
36.7	18.5	1.49	61.6	3.70
36.7	18.5	1.49	61.6	3.70
36.7	18.5	1.49	61.6	3.70
36.7	18.5	1.49	61.7	3.70
36.7	18.5	1.49	61.7	3.71
36.7	18.5	1.49	61.7	3.71
36.7	18.5	1.49	61.8	3.71
36.7	18.5	1.49	61.8	3.71
36.7	18.5	1.49	61.8	3.71
36.7	18.6	1.49	61.9	3.72
37.5	18.6	1.53	61.9	3.72
37.5	18.6	1.53	61.9	3.72
36.9	18.6	1.50	61.9	3.72
37.5	18.6	1.53	62.0	3.72
37.5	18.6	1.53	62.0	3.72
37.5	18.6	1.53	62.0	3.73
36.7	18.6	1.49	62.1	3.73
36.7	18.6	1.49	62.1	3.73
37.5	18.6	1.53	62.1	3.73
37.5	18.6	1.53	62.1	3.73
37.5	18.7	1.53	62.2	3.74
36.7	18.7	1.49	62.2	3.74
36.7	18.7	1.49	62.2	3.74
37.5	18.7	1.53	62.3	3.74
