Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
2150	4.87	209	24.3	9.74
2150	4.87	209	24.3	9.74
2150	4.87	209	24.3	9.74
2150	4.87	209	24.3	9.74
2150	4.87	209	24.4	9.74
2150	4.87	209	24.4	9.75
2150	4.87	209	24.4	9.75
2150	4.87	209	24.4	9.75
2150	4.87	209	24.4	9.75
2150	4.88	209	24.4	9.75
2150	4.88	209	24.4	9.76
2150	4.88	209	24.4	9.76
2150	4.88	209	24.4	9.76
2150	4.88	209	24.4	9.76
2150	4.88	209	24.4	9.76
2150	4.88	209	24.4	9.77
2150	4.88	209	24.4	9.77
2150	4.88	209	24.4	9.77
2150	4.88	209	24.4	9.77
2150	4.89	209	24.4	9.77
2150	4.89	209	24.4	9.78
2150	4.89	209	24.4	9.78
2150	4.89	209	24.4	9.78
2150	4.89	209	24.4	9.78
2140	4.89	209	24.4	9.78
2140	4.89	208	24.5	9.79
1300	4.89	126	24.5	9.79
-194	4.89	-18.9	24.5	9.79
-203	4.89	-19.7	24.5	9.79
-203	4.90	-19.7	24.5	9.79
-203	4.90	-19.7	24.5	9.79
-203	4.90	-19.8	24.5	9.80
-203	4.90	-19.8	24.5	9.80
-203	4.90	-19.8	24.5	9.80
-203	4.90	-19.8	24.5	9.80
-203	4.90	-19.8	24.5	9.80
-203	4.90	-19.8	24.5	9.81
-203	4.90	-19.8	24.5	9.81
-203	4.90	-19.8	24.5	9.81
-203	4.90	-19.8	24.5	9.81
-203	4.91	-19.8	24.5	9.81
-203	4.91	-19.8	24.5	9.82
-203	4.91	-19.8	24.5	9.82
-203	4.91	-19.8	24.5	9.82
-203	4.91	-19.8	24.5	9.82
-203	4.91	-19.8	24.6	9.83

